#name=WU_Minn_HCP
-0.312013953, 0.096953488, 0.060178405
-0.224216791, -0.577942884, -0.234522523
0.054381515, -0.393075963, 0.916086729
0.067474553, 0.295247243, -0.132474168
0.462734465, -0.797063032, -0.375000865
0.463611287, -0.317815814, 0.357441542
-0.090918179, -0.11196308, -0.295593937
0.423402581, 0.049677937, -0.505326452
0.88234186, 0.44305814, 0.136159136
-0.072958472, 0.295858804, 0.132358472
-0.131057482, -0.086623817, -0.640483661
-0.833039827, 0.420917498, -0.340041475
-0.151816101, -0.082092807, 0.285820331
0.645411663, 0.15054893, -0.008394244
0.277422571, 0.943178236, -0.15332808
0.000850404, -0.001134309, 0.000865743
-0.289391287, -0.10760611, -0.118096252
-0.303380066, 0.584729568, 0.086881063
0.040497, 0.430883, 0.901499
-0.788912334, -0.068494033, 0.607952432
-0.172190865, 0.187806085, -0.210599849
-0.13707006, -0.514487663, 0.400275935
0.263021804, 0.180993806, -0.085638096
0.23994111, -0.378979963, -0.485690243
-0.645964909, -0.152894477, -0.736757502
-0.165019331, 0.139749757, 0.25439989
0.500288372, 0.196634551, 0.390566777
0.305503674, -0.869241674, 0.384406389
-0.148152525, -0.275624256, -0.106560533
0.589871791, -0.278202419, -0.118094058
0.535914289, 0.581494405, -0.601178738
0.000850404, -0.001134309, 0.000865743
0.250339462, 0.822999616, 0.506639007
-0.200103095, 0.259822267, -0.041523895
-0.409554817, -0.502962126, 0.14418804
-0.056267522, 0.079057585, -0.314263495
-0.129724037, 0.314268365, -0.565071467
0.867724821, -0.372364269, -0.308470651
-0.291058656, 0.058458068, -0.145398259
0.339138643, -0.076094691, -0.928791179
-0.029496174, 0.655355512, -0.094503349
0.536581186, -0.375658944, 0.753420389
0.284844038, 0.030011977, -0.165034468
0.124359292, 0.402360203, 0.516088998
0.005846844, -0.332151495, 0.003924252
0.540198392, 0.225510635, -0.307283767
-0.99375891, -0.01227154, -0.04849711
0.000850404, -0.001134309, 0.000865743
-0.005958548, 0.211639645, 0.258173816
0.623676233, -0.109806723, 0.206584942
-0.104051872, 0.977397852, 0.154676327
0.617284385, 0.767171761, 0.15419103
-0.029783392, -0.209231985, 0.258487002
0.144534379, 0.093564063, -0.636596095
0.20725938, 0.014511399, 0.261368781
0.496610781, -0.498459299, -0.698838085
0.291212595, -0.53897997, 0.261537929
0.225998218, -0.211547909, -0.115954523
0.476559382, -0.25201003, -0.382719312
-0.074173583, -0.754268977, 0.649813779
0.190003654, 0.271531894, -0.023307309
-0.535373904, -0.514677342, -0.659725123
0.48150897, 0.420806645, 0.180463123
0.000850404, -0.001134309, 0.000865743
0.062328558, -0.035825173, -0.320950764
0.3718076, -0.072158018, 0.547959173
0.686230121, -0.718558211, 0.053116972
0.329724252, 0.040277741, -0.005800997
-0.074667774, 0.592313621, 0.291694352
-0.844563787, -0.419564452, 0.322559801
-0.082602189, 0.281156257, -0.152974473
-0.296323679, -0.329960385, 0.497016186
0.887951543, 0.012223661, 0.456151013
0.190534645, 0.188105282, 0.199483485
0.508860465, -0.420857807, 0.07373289
0.215605, 0.001451, 0.97648
0.195815093, 0.17252115, -0.200176355
-0.123562621, 0.196862357, 0.624247091
0.219048349, 0.624930105, -0.027778221
0.000850404, -0.001134309, 0.000865743
0.282051163, -0.163116611, 0.064916944
